1291.2161,0.0,1712.502,633.267,0.0,0.0,1032.1605,1085.0254,2089.2432,0.0,0.0,891.5183,0.0,0.0,312.8971,4999.3213,0.0,706.23,0.0,1708.1376,713.5545058287507,0.0,529.0332814497021,4036.43310782353,5072.760252462906,2593.057014557801,3233.0364308731505,848.5173944640945,1730.473429660188,0.0,3623.379212456988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.427680163541
1280.6292,0.0,1684.3591,615.2264,0.0,0.0,1030.5848,1057.489,2063.8418,0.0,0.0,878.7451,0.0,0.0,319.1309,4987.0225,0.0,706.5565,0.0,1719.005,698.3033450776253,0.0,530.9819143169216,4020.311031523962,5040.580185909356,2568.4410094117807,3227.075133610192,841.1447009046161,1709.8267183041062,0.0,3580.3733030799567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.875798256874
1276.1001,0.0,1702.3063,636.9484,0.0,0.0,1019.635,1082.0645,2044.782,0.0,0.0,873.0364,0.0,0.0,313.4635,4961.144,0.0,687.3459,0.0,1681.7688,705.6407029203373,0.0,522.989287727688,4068.2102351483204,4947.908878807781,2493.646178757016,3208.08632415671,840.2418949658089,1705.20316376921,0.0,3563.864256404402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.2210536657385
1279.62,0.0,1704.7563,621.7477,0.0,0.0,1022.153,1077.5046,2045.3323,0.0,0.0,873.3668,0.0,0.0,324.6461,4951.7407,0.0,698.6415,0.0,1663.6123,707.0655679820555,0.0,530.0985341418789,3971.2629464603074,4889.921044213002,2542.6736829029705,3139.4973666848637,844.9090070558789,1715.9129351431002,0.0,3543.7062429844173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3826329697893
1267.2065,0.0,1653.9313,621.1332,0.0,0.0,1015.1532,1086.8032,2036.718,0.0,0.0,868.2897,0.0,0.0,324.6241,4964.866,0.0,686.8794,0.0,1693.8953,697.6601767315077,0.0,523.5737866421676,3994.6609316844033,5015.84405573656,2604.1976025848053,3184.083662600106,836.2386918213306,1704.1797583564874,0.0,3482.5098848874195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.2901838138728
1276.644,0.0,1637.4586,615.9552,0.0,0.0,1017.2738,1071.9117,2039.8883,0.0,0.0,864.6373,0.0,0.0,333.0393,4920.604,0.0,685.29,0.0,1679.3428,705.9062949474469,0.0,512.3738281448789,3901.7007794976025,5014.237652475105,2517.700434828423,3141.2618036315985,830.589639932326,1698.7604531095838,0.0,3577.6201679355227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.832561701292
1257.9868,0.0,1636.425,619.7383,0.0,0.0,1012.1687,1064.93,2024.243,0.0,0.0,867.002,0.0,0.0,315.4149,4898.284,0.0,700.4323,0.0,1685.3398,695.4518051332269,0.0,514.0969694970244,3923.404826050671,4947.470088733361,2524.572574093649,3093.087017555531,829.141871570072,1687.3144355720246,0.0,3499.2723624134387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.5964381820108
1269.362,0.0,1631.5381,608.7838,0.0,0.0,1018.406,1061.7499,2010.4204,0.0,0.0,871.7373,0.0,0.0,319.9098,4872.6455,0.0,691.5288,0.0,1671.813,697.9765725382138,0.0,517.2754168208306,3900.3115510072603,4986.3017139719095,2524.0915275768266,3116.051208405537,824.5536011503599,1674.8028067480739,0.0,3542.5885057811242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.5280555682139
1254.5123,0.0,1666.7406,614.7153,0.0,0.0,1005.5994,1085.9014,2007.4725,0.0,0.0,865.6008,0.0,0.0,317.7153,4864.7637,0.0,694.3763,0.0,1693.2318,693.0997186307571,0.0,520.2091732131361,3905.274426766519,4988.457276569535,2561.21605506532,3143.126451435335,815.4337224907755,1699.4740459339164,0.0,3522.6758694033697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.1830249144289
1255.5731,0.0,1649.2242,603.6537,0.0,0.0,1003.5907,1056.6824,1995.7192,0.0,0.0,869.9985,0.0,0.0,315.4537,4834.7305,0.0,686.0143,0.0,1680.0776,689.0543844191063,0.0,516.5354756498263,3927.4169863490292,4803.018463746066,2494.7030904683174,3117.2553046481867,819.8868724682993,1671.0689634158032,0.0,3490.0004148346206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.9736717183898
