"Time Stamp","Time Zone","Name","PTID","Load"
"12/14/2024 00:00:00","EST","CAPITL",61757,1401.325
"12/14/2024 00:00:00","EST","CENTRL",61754,1946.9309
"12/14/2024 00:00:00","EST","DUNWOD",61760,688.3823
"12/14/2024 00:00:00","EST","GENESE",61753,1109.0055
"12/14/2024 00:00:00","EST","HUD VL",61758,1209.5753
"12/14/2024 00:00:00","EST","LONGIL",61762,2276.0537
"12/14/2024 00:00:00","EST","MHK VL",61756,975.5747
"12/14/2024 00:00:00","EST","MILLWD",61759,371.2785
"12/14/2024 00:00:00","EST","N.Y.C.",61761,5426.4487
"12/14/2024 00:00:00","EST","NORTH",61755,706.8653
"12/14/2024 00:00:00","EST","WEST",61752,1860.7083
"12/14/2024 00:05:00","EST","CAPITL",61757,1413.2659
"12/14/2024 00:05:00","EST","CENTRL",61754,1919.0266
"12/14/2024 00:05:00","EST","DUNWOD",61760,679.1111
"12/14/2024 00:05:00","EST","GENESE",61753,1132.2314
"12/14/2024 00:05:00","EST","HUD VL",61758,1186.3088
"12/14/2024 00:05:00","EST","LONGIL",61762,2264.6128
"12/14/2024 00:05:00","EST","MHK VL",61756,979.5974
"12/14/2024 00:05:00","EST","MILLWD",61759,367.3083
"12/14/2024 00:05:00","EST","N.Y.C.",61761,5403.9087
"12/14/2024 00:05:00","EST","NORTH",61755,715.1301
"12/14/2024 00:05:00","EST","WEST",61752,1850.968
"12/14/2024 00:10:00","EST","CAPITL",61757,1399.9231
"12/14/2024 00:10:00","EST","CENTRL",61754,1916.8428
"12/14/2024 00:10:00","EST","DUNWOD",61760,681.1683
"12/14/2024 00:10:00","EST","GENESE",61753,1117.5408
"12/14/2024 00:10:00","EST","HUD VL",61758,1202.5574
"12/14/2024 00:10:00","EST","LONGIL",61762,2274.2146
"12/14/2024 00:10:00","EST","MHK VL",61756,983.1061
"12/14/2024 00:10:00","EST","MILLWD",61759,365.7917
"12/14/2024 00:10:00","EST","N.Y.C.",61761,5378.961
"12/14/2024 00:10:00","EST","NORTH",61755,716.4626
"12/14/2024 00:10:00","EST","WEST",61752,1854.2302
"12/14/2024 00:15:00","EST","CAPITL",61757,1387.378
"12/14/2024 00:15:00","EST","CENTRL",61754,1926.4514
"12/14/2024 00:15:00","EST","DUNWOD",61760,665.9502
"12/14/2024 00:15:00","EST","GENESE",61753,1114.879
"12/14/2024 00:15:00","EST","HUD VL",61758,1190.0085
"12/14/2024 00:15:00","EST","LONGIL",61762,2260.7993
"12/14/2024 00:15:00","EST","MHK VL",61756,974.8759
"12/14/2024 00:15:00","EST","MILLWD",61759,371.1197
"12/14/2024 00:15:00","EST","N.Y.C.",61761,5366.0054
"12/14/2024 00:15:00","EST","NORTH",61755,704.2838
"12/14/2024 00:15:00","EST","WEST",61752,1848.3435
"12/14/2024 00:20:00","EST","CAPITL",61757,1387.2819
"12/14/2024 00:20:00","EST","CENTRL",61754,1876.2786
"12/14/2024 00:20:00","EST","DUNWOD",61760,663.1008
"12/14/2024 00:20:00","EST","GENESE",61753,1099.3853
"12/14/2024 00:20:00","EST","HUD VL",61758,1197.0568
"12/14/2024 00:20:00","EST","LONGIL",61762,2262.7742
"12/14/2024 00:20:00","EST","MHK VL",61756,984.8138
"12/14/2024 00:20:00","EST","MILLWD",61759,382.4364
"12/14/2024 00:20:00","EST","N.Y.C.",61761,5348.871
"12/14/2024 00:20:00","EST","NORTH",61755,702.6534
"12/14/2024 00:20:00","EST","WEST",61752,1829.2253
"12/14/2024 00:25:00","EST","CAPITL",61757,1386.4363
"12/14/2024 00:25:00","EST","CENTRL",61754,1897.0999
"12/14/2024 00:25:00","EST","DUNWOD",61760,659.004
"12/14/2024 00:25:00","EST","GENESE",61753,1099.6359
"12/14/2024 00:25:00","EST","HUD VL",61758,1185.1382
"12/14/2024 00:25:00","EST","LONGIL",61762,2265.4934
"12/14/2024 00:25:00","EST","MHK VL",61756,974.8023
"12/14/2024 00:25:00","EST","MILLWD",61759,371.7769
"12/14/2024 00:25:00","EST","N.Y.C.",61761,5337.2656
"12/14/2024 00:25:00","EST","NORTH",61755,701.019
"12/14/2024 00:25:00","EST","WEST",61752,1835.3987
"12/14/2024 00:30:00","EST","CAPITL",61757,1378.0562
"12/14/2024 00:30:00","EST","CENTRL",61754,1881.7148
"12/14/2024 00:30:00","EST","DUNWOD",61760,655.0337
"12/14/2024 00:30:00","EST","GENESE",61753,1104.7166
"12/14/2024 00:30:00","EST","HUD VL",61758,1178.943
"12/14/2024 00:30:00","EST","LONGIL",61762,2251.9624
"12/14/2024 00:30:00","EST","MHK VL",61756,970.559
"12/14/2024 00:30:00","EST","MILLWD",61759,374.5007
"12/14/2024 00:30:00","EST","N.Y.C.",61761,5309.996
"12/14/2024 00:30:00","EST","NORTH",61755,701.9125
"12/14/2024 00:30:00","EST","WEST",61752,1811.6199
"12/14/2024 00:35:00","EST","CAPITL",61757,1379.4768
"12/14/2024 00:35:00","EST","CENTRL",61754,1897.5403
"12/14/2024 00:35:00","EST","DUNWOD",61760,659.3133
"12/14/2024 00:35:00","EST","GENESE",61753,1094.7738
"12/14/2024 00:35:00","EST","HUD VL",61758,1181.2822
"12/14/2024 00:35:00","EST","LONGIL",61762,2227.3708
"12/14/2024 00:35:00","EST","MHK VL",61756,967.1851
"12/14/2024 00:35:00","EST","MILLWD",61759,369.8246
"12/14/2024 00:35:00","EST","N.Y.C.",61761,5299.221
"12/14/2024 00:35:00","EST","NORTH",61755,710.6184
"12/14/2024 00:35:00","EST","WEST",61752,1848.6448
"12/14/2024 00:40:00","EST","CAPITL",61757,1370.3131
"12/14/2024 00:40:00","EST","CENTRL",61754,1908.4236
"12/14/2024 00:40:00","EST","DUNWOD",61760,659.0853
"12/14/2024 00:40:00","EST","GENESE",61753,1093.8423
"12/14/2024 00:40:00","EST","HUD VL",61758,1155.4844
"12/14/2024 00:40:00","EST","LONGIL",61762,2227.7947
"12/14/2024 00:40:00","EST","MHK VL",61756,969.938
"12/14/2024 00:40:00","EST","MILLWD",61759,373.2325
"12/14/2024 00:40:00","EST","N.Y.C.",61761,5283.3374
"12/14/2024 00:40:00","EST","NORTH",61755,697.6224
"12/14/2024 00:40:00","EST","WEST",61752,1811.9916
"12/14/2024 00:45:00","EST","CAPITL",61757,1367.2756
"12/14/2024 00:45:00","EST","CENTRL",61754,1902.3596
"12/14/2024 00:45:00","EST","DUNWOD",61760,652.4721
"12/14/2024 00:45:00","EST","GENESE",61753,1091.8531
"12/14/2024 00:45:00","EST","HUD VL",61758,1191.9829
"12/14/2024 00:45:00","EST","LONGIL",61762,2214.311
"12/14/2024 00:45:00","EST","MHK VL",61756,972.8826
"12/14/2024 00:45:00","EST","MILLWD",61759,357.0272
"12/14/2024 00:45:00","EST","N.Y.C.",61761,5267.086
"12/14/2024 00:45:00","EST","NORTH",61755,702.9879
"12/14/2024 00:45:00","EST","WEST",61752,1819.6211
"12/14/2024 00:50:00","EST","CAPITL",61757,1366.3335
"12/14/2024 00:50:00","EST","CENTRL",61754,1898.6768
"12/14/2024 00:50:00","EST","DUNWOD",61760,657.9841
"12/14/2024 00:50:00","EST","GENESE",61753,1092.7344
"12/14/2024 00:50:00","EST","HUD VL",61758,1197.9127
"12/14/2024 00:50:00","EST","LONGIL",61762,2192.452
"12/14/2024 00:50:00","EST","MHK VL",61756,966.0004
"12/14/2024 00:50:00","EST","MILLWD",61759,345.8915
"12/14/2024 00:50:00","EST","N.Y.C.",61761,5234.701
"12/14/2024 00:50:00","EST","NORTH",61755,696.9382
"12/14/2024 00:50:00","EST","WEST",61752,1802.479
"12/14/2024 00:55:00","EST","CAPITL",61757,1353.3708
"12/14/2024 00:55:00","EST","CENTRL",61754,1899.7053
"12/14/2024 00:55:00","EST","DUNWOD",61760,656.5411
"12/14/2024 00:55:00","EST","GENESE",61753,1090.3531
"12/14/2024 00:55:00","EST","HUD VL",61758,1184.6272
"12/14/2024 00:55:00","EST","LONGIL",61762,2187.85
"12/14/2024 00:55:00","EST","MHK VL",61756,965.2977
"12/14/2024 00:55:00","EST","MILLWD",61759,356.749
"12/14/2024 00:55:00","EST","N.Y.C.",61761,5240.535
"12/14/2024 00:55:00","EST","NORTH",61755,691.6635
"12/14/2024 00:55:00","EST","WEST",61752,1798.6726
"12/14/2024 01:00:00","EST","CAPITL",61757,1351.4644
"12/14/2024 01:00:00","EST","CENTRL",61754,1855.9333
"12/14/2024 01:00:00","EST","DUNWOD",61760,653.9172
"12/14/2024 01:00:00","EST","GENESE",61753,1087.5557
"12/14/2024 01:00:00","EST","HUD VL",61758,1154.3804
"12/14/2024 01:00:00","EST","LONGIL",61762,2179.115
