"Time Stamp","Time Zone","Name","PTID","Load"
"12/07/2024 00:00:00","EST","CAPITL",61757,1473.6821
"12/07/2024 00:00:00","EST","CENTRL",61754,1824.6865
"12/07/2024 00:00:00","EST","DUNWOD",61760,660.0985
"12/07/2024 00:00:00","EST","GENESE",61753,1072.6378
"12/07/2024 00:00:00","EST","HUD VL",61758,1136.3994
"12/07/2024 00:00:00","EST","LONGIL",61762,2182.5708
"12/07/2024 00:00:00","EST","MHK VL",61756,939.7863
"12/07/2024 00:00:00","EST","MILLWD",61759,341.4533
"12/07/2024 00:00:00","EST","N.Y.C.",61761,5347.8936
"12/07/2024 00:00:00","EST","NORTH",61755,712.5142
"12/07/2024 00:00:00","EST","WEST",61752,1802.0385
"12/07/2024 00:05:00","EST","CAPITL",61757,1436.8542
"12/07/2024 00:05:00","EST","CENTRL",61754,1777.8616
"12/07/2024 00:05:00","EST","DUNWOD",61760,655.2322
"12/07/2024 00:05:00","EST","GENESE",61753,1076.3281
"12/07/2024 00:05:00","EST","HUD VL",61758,1173.1791
"12/07/2024 00:05:00","EST","LONGIL",61762,2170.846
"12/07/2024 00:05:00","EST","MHK VL",61756,933.4271
"12/07/2024 00:05:00","EST","MILLWD",61759,333.8701
"12/07/2024 00:05:00","EST","N.Y.C.",61761,5299.59
"12/07/2024 00:05:00","EST","NORTH",61755,704.7178
"12/07/2024 00:05:00","EST","WEST",61752,1758.8313
"12/07/2024 00:10:00","EST","CAPITL",61757,1410.0055
"12/07/2024 00:10:00","EST","CENTRL",61754,1771.0706
"12/07/2024 00:10:00","EST","DUNWOD",61760,660.6379
"12/07/2024 00:10:00","EST","GENESE",61753,1067.737
"12/07/2024 00:10:00","EST","HUD VL",61758,1162.807
"12/07/2024 00:10:00","EST","LONGIL",61762,2158.359
"12/07/2024 00:10:00","EST","MHK VL",61756,931.5547
"12/07/2024 00:10:00","EST","MILLWD",61759,329.0385
"12/07/2024 00:10:00","EST","N.Y.C.",61761,5288.3604
"12/07/2024 00:10:00","EST","NORTH",61755,692.0908
"12/07/2024 00:10:00","EST","WEST",61752,1744.99
"12/07/2024 00:15:00","EST","CAPITL",61757,1429.48
"12/07/2024 00:15:00","EST","CENTRL",61754,1822.7932
"12/07/2024 00:15:00","EST","DUNWOD",61760,661.0282
"12/07/2024 00:15:00","EST","GENESE",61753,1063.7693
"12/07/2024 00:15:00","EST","HUD VL",61758,1133.4167
"12/07/2024 00:15:00","EST","LONGIL",61762,2148.1172
"12/07/2024 00:15:00","EST","MHK VL",61756,935.4712
"12/07/2024 00:15:00","EST","MILLWD",61759,339.1714
"12/07/2024 00:15:00","EST","N.Y.C.",61761,5257.6025
"12/07/2024 00:15:00","EST","NORTH",61755,697.6427
"12/07/2024 00:15:00","EST","WEST",61752,1737.9197
"12/07/2024 00:20:00","EST","CAPITL",61757,1420.9146
"12/07/2024 00:20:00","EST","CENTRL",61754,1808.3953
"12/07/2024 00:20:00","EST","DUNWOD",61760,665.6735
"12/07/2024 00:20:00","EST","GENESE",61753,1055.0447
"12/07/2024 00:20:00","EST","HUD VL",61758,1157.8746
"12/07/2024 00:20:00","EST","LONGIL",61762,2142.2659
