"Time Stamp","Time Zone","Name","PTID","Load"
"12/19/2024 00:00:00","EST","CAPITL",61757,1196.5182
"12/19/2024 00:00:00","EST","CENTRL",61754,1682.812
"12/19/2024 00:00:00","EST","DUNWOD",61760,573.2463
"12/19/2024 00:00:00","EST","GENESE",61753,1031.1945
"12/19/2024 00:00:00","EST","HUD VL",61758,987.3468
"12/19/2024 00:00:00","EST","LONGIL",61762,1900.1577
"12/19/2024 00:00:00","EST","MHK VL",61756,827.5859
"12/19/2024 00:00:00","EST","MILLWD",61759,266.7791
"12/19/2024 00:00:00","EST","N.Y.C.",61761,4777.4775
"12/19/2024 00:00:00","EST","NORTH",61755,615.9883
"12/19/2024 00:00:00","EST","WEST",61752,1702.16
"12/19/2024 00:05:00","EST","CAPITL",61757,1198.8118
"12/19/2024 00:05:00","EST","CENTRL",61754,1674.0122
"12/19/2024 00:05:00","EST","DUNWOD",61760,558.6959
"12/19/2024 00:05:00","EST","GENESE",61753,1025.9948
"12/19/2024 00:05:00","EST","HUD VL",61758,981.8652
"12/19/2024 00:05:00","EST","LONGIL",61762,1882.4475
"12/19/2024 00:05:00","EST","MHK VL",61756,830.379
"12/19/2024 00:05:00","EST","MILLWD",61759,269.0715
"12/19/2024 00:05:00","EST","N.Y.C.",61761,4733.823
"12/19/2024 00:05:00","EST","NORTH",61755,621.7578
"12/19/2024 00:05:00","EST","WEST",61752,1692.8442
"12/19/2024 00:10:00","EST","CAPITL",61757,1195.3801
"12/19/2024 00:10:00","EST","CENTRL",61754,1673.4753
"12/19/2024 00:10:00","EST","DUNWOD",61760,579.2398
"12/19/2024 00:10:00","EST","GENESE",61753,1016.3394
"12/19/2024 00:10:00","EST","HUD VL",61758,991.9034
"12/19/2024 00:10:00","EST","LONGIL",61762,1876.2286
"12/19/2024 00:10:00","EST","MHK VL",61756,824.6447
"12/19/2024 00:10:00","EST","MILLWD",61759,274.3032
"12/19/2024 00:10:00","EST","N.Y.C.",61761,4721.3936
"12/19/2024 00:10:00","EST","NORTH",61755,615.2886
"12/19/2024 00:10:00","EST","WEST",61752,1694.7528
"12/19/2024 00:15:00","EST","CAPITL",61757,1191.3401
"12/19/2024 00:15:00","EST","CENTRL",61754,1676.2314
"12/19/2024 00:15:00","EST","DUNWOD",61760,568.8738
"12/19/2024 00:15:00","EST","GENESE",61753,1018.9755
"12/19/2024 00:15:00","EST","HUD VL",61758,971.5107
"12/19/2024 00:15:00","EST","LONGIL",61762,1870.7104
"12/19/2024 00:15:00","EST","MHK VL",61756,825.0288
"12/19/2024 00:15:00","EST","MILLWD",61759,264.9065
"12/19/2024 00:15:00","EST","N.Y.C.",61761,4705.91
"12/19/2024 00:15:00","EST","NORTH",61755,614.3788
"12/19/2024 00:15:00","EST","WEST",61752,1676.026
"12/19/2024 00:20:00","EST","CAPITL",61757,1193.2936
"12/19/2024 00:20:00","EST","CENTRL",61754,1665.6125
"12/19/2024 00:20:00","EST","DUNWOD",61760,577.0812
"12/19/2024 00:20:00","EST","GENESE",61753,1019.7341
"12/19/2024 00:20:00","EST","HUD VL",61758,984.5918
