"Time Stamp","Time Zone","Name","PTID","Load"
"12/26/2024 00:00:00","EST","CAPITL",61757,1444.543
"12/26/2024 00:00:00","EST","CENTRL",61754,1739.3518
"12/26/2024 00:00:00","EST","DUNWOD",61760,655.1893
"12/26/2024 00:00:00","EST","GENESE",61753,1007.5286
"12/26/2024 00:00:00","EST","HUD VL",61758,1176.1653
"12/26/2024 00:00:00","EST","LONGIL",61762,2241.706
"12/26/2024 00:00:00","EST","MHK VL",61756,971.4618
"12/26/2024 00:00:00","EST","MILLWD",61759,348.372
"12/26/2024 00:00:00","EST","N.Y.C.",61761,5250.884
"12/26/2024 00:00:00","EST","NORTH",61755,736.2094
"12/26/2024 00:00:00","EST","WEST",61752,1669.3024
"12/26/2024 00:05:00","EST","CAPITL",61757,1434.8036
"12/26/2024 00:05:00","EST","CENTRL",61754,1726.4724
"12/26/2024 00:05:00","EST","DUNWOD",61760,645.1801
"12/26/2024 00:05:00","EST","GENESE",61753,1006.7183
"12/26/2024 00:05:00","EST","HUD VL",61758,1194.5466
"12/26/2024 00:05:00","EST","LONGIL",61762,2217.9062
"12/26/2024 00:05:00","EST","MHK VL",61756,964.7794
"12/26/2024 00:05:00","EST","MILLWD",61759,353.7157
"12/26/2024 00:05:00","EST","N.Y.C.",61761,5236.685
"12/26/2024 00:05:00","EST","NORTH",61755,764.6216
"12/26/2024 00:05:00","EST","WEST",61752,1669.6428
"12/26/2024 00:10:00","EST","CAPITL",61757,1430.351
"12/26/2024 00:10:00","EST","CENTRL",61754,1737.2461
"12/26/2024 00:10:00","EST","DUNWOD",61760,672.1261
"12/26/2024 00:10:00","EST","GENESE",61753,1007.2386
"12/26/2024 00:10:00","EST","HUD VL",61758,1176.1284
"12/26/2024 00:10:00","EST","LONGIL",61762,2207.232
"12/26/2024 00:10:00","EST","MHK VL",61756,985.05
"12/26/2024 00:10:00","EST","MILLWD",61759,361.6034
"12/26/2024 00:10:00","EST","N.Y.C.",61761,5190.791
"12/26/2024 00:10:00","EST","NORTH",61755,671.5379
"12/26/2024 00:10:00","EST","WEST",61752,1663.7734
"12/26/2024 00:15:00","EST","CAPITL",61757,1443.9225
"12/26/2024 00:15:00","EST","CENTRL",61754,1720.1631
"12/26/2024 00:15:00","EST","DUNWOD",61760,654.9122
"12/26/2024 00:15:00","EST","GENESE",61753,1006.0508
"12/26/2024 00:15:00","EST","HUD VL",61758,1153.6467
"12/26/2024 00:15:00","EST","LONGIL",61762,2200.942
"12/26/2024 00:15:00","EST","MHK VL",61756,982.3648
"12/26/2024 00:15:00","EST","MILLWD",61759,356.3033
"12/26/2024 00:15:00","EST","N.Y.C.",61761,5189.7393
"12/26/2024 00:15:00","EST","NORTH",61755,606.7305
"12/26/2024 00:15:00","EST","WEST",61752,1653.6451
"12/26/2024 00:20:00","EST","CAPITL",61757,1425.398
"12/26/2024 00:20:00","EST","CENTRL",61754,1736.9382
"12/26/2024 00:20:00","EST","DUNWOD",61760,662.0627
"12/26/2024 00:20:00","EST","GENESE",61753,1004.7451
"12/26/2024 00:20:00","EST","HUD VL",61758,1162.4446
"12/26/2024 00:20:00","EST","LONGIL",61762,2194.081
"12/26/2024 00:20:00","EST","MHK VL",61756,953.2435
"12/26/2024 00:20:00","EST","MILLWD",61759,344.7347
"12/26/2024 00:20:00","EST","N.Y.C.",61761,5190.6504
"12/26/2024 00:20:00","EST","NORTH",61755,631.0508
"12/26/2024 00:20:00","EST","WEST",61752,1651.0521
"12/26/2024 00:25:00","EST","CAPITL",61757,1428.029
"12/26/2024 00:25:00","EST","CENTRL",61754,1726.0913
"12/26/2024 00:25:00","EST","DUNWOD",61760,656.234
"12/26/2024 00:25:00","EST","GENESE",61753,999.7396
"12/26/2024 00:25:00","EST","HUD VL",61758,1174.073
"12/26/2024 00:25:00","EST","LONGIL",61762,2181.378
"12/26/2024 00:25:00","EST","MHK VL",61756,975.3463
"12/26/2024 00:25:00","EST","MILLWD",61759,342.8573
"12/26/2024 00:25:00","EST","N.Y.C.",61761,5178.6255
"12/26/2024 00:25:00","EST","NORTH",61755,605.7811
"12/26/2024 00:25:00","EST","WEST",61752,1640.2893
"12/26/2024 00:30:00","EST","CAPITL",61757,1425.331
"12/26/2024 00:30:00","EST","CENTRL",61754,1725.5776
"12/26/2024 00:30:00","EST","DUNWOD",61760,654.1423
"12/26/2024 00:30:00","EST","GENESE",61753,994.6881
"12/26/2024 00:30:00","EST","HUD VL",61758,1147.2715
"12/26/2024 00:30:00","EST","LONGIL",61762,2185.025
"12/26/2024 00:30:00","EST","MHK VL",61756,973.3925
"12/26/2024 00:30:00","EST","MILLWD",61759,350.537
"12/26/2024 00:30:00","EST","N.Y.C.",61761,5173.7646
"12/26/2024 00:30:00","EST","NORTH",61755,613.5656
"12/26/2024 00:30:00","EST","WEST",61752,1659.7312
"12/26/2024 00:35:00","EST","CAPITL",61757,1428.2051
"12/26/2024 00:35:00","EST","CENTRL",61754,1734.0391
"12/26/2024 00:35:00","EST","DUNWOD",61760,653.4466
"12/26/2024 00:35:00","EST","GENESE",61753,998.0591
"12/26/2024 00:35:00","EST","HUD VL",61758,1192.9998
"12/26/2024 00:35:00","EST","LONGIL",61762,2178.3445
"12/26/2024 00:35:00","EST","MHK VL",61756,976.6412
"12/26/2024 00:35:00","EST","MILLWD",61759,343.6768
"12/26/2024 00:35:00","EST","N.Y.C.",61761,5152.5444
"12/26/2024 00:35:00","EST","NORTH",61755,600.5892
"12/26/2024 00:35:00","EST","WEST",61752,1632.228
"12/26/2024 00:40:00","EST","CAPITL",61757,1417.4983
"12/26/2024 00:40:00","EST","CENTRL",61754,1719.3806
"12/26/2024 00:40:00","EST","DUNWOD",61760,670.4072
"12/26/2024 00:40:00","EST","GENESE",61753,999.0712
"12/26/2024 00:40:00","EST","HUD VL",61758,1161.8453
"12/26/2024 00:40:00","EST","LONGIL",61762,2169.4805
"12/26/2024 00:40:00","EST","MHK VL",61756,968.8823
"12/26/2024 00:40:00","EST","MILLWD",61759,350.9161
"12/26/2024 00:40:00","EST","N.Y.C.",61761,5116.355
"12/26/2024 00:40:00","EST","NORTH",61755,598.0294
"12/26/2024 00:40:00","EST","WEST",61752,1636.7715
"12/26/2024 00:45:00","EST","CAPITL",61757,1415.6357
"12/26/2024 00:45:00","EST","CENTRL",61754,1715.352
"12/26/2024 00:45:00","EST","DUNWOD",61760,653.7703
"12/26/2024 00:45:00","EST","GENESE",61753,997.4055
"12/26/2024 00:45:00","EST","HUD VL",61758,1150.7002
"12/26/2024 00:45:00","EST","LONGIL",61762,2151.8071
"12/26/2024 00:45:00","EST","MHK VL",61756,975.1694
"12/26/2024 00:45:00","EST","MILLWD",61759,348.7833
"12/26/2024 00:45:00","EST","N.Y.C.",61761,5102.683
"12/26/2024 00:45:00","EST","NORTH",61755,593.2903
"12/26/2024 00:45:00","EST","WEST",61752,1637.8778
"12/26/2024 00:50:00","EST","CAPITL",61757,1419.1046
"12/26/2024 00:50:00","EST","CENTRL",61754,1715.0422
"12/26/2024 00:50:00","EST","DUNWOD",61760,636.6617
"12/26/2024 00:50:00","EST","GENESE",61753,993.0792
"12/26/2024 00:50:00","EST","HUD VL",61758,1152.5352
"12/26/2024 00:50:00","EST","LONGIL",61762,2160.2097
"12/26/2024 00:50:00","EST","MHK VL",61756,969.9293
"12/26/2024 00:50:00","EST","MILLWD",61759,352.5102
"12/26/2024 00:50:00","EST","N.Y.C.",61761,5120.745
"12/26/2024 00:50:00","EST","NORTH",61755,607.4804
"12/26/2024 00:50:00","EST","WEST",61752,1640.8716
"12/26/2024 00:55:00","EST","CAPITL",61757,1421.0414
"12/26/2024 00:55:00","EST","CENTRL",61754,1713.885
"12/26/2024 00:55:00","EST","DUNWOD",61760,638.6226
"12/26/2024 00:55:00","EST","GENESE",61753,997.9998
"12/26/2024 00:55:00","EST","HUD VL",61758,1136.3135
"12/26/2024 00:55:00","EST","LONGIL",61762,2147.1626
"12/26/2024 00:55:00","EST","MHK VL",61756,962.8828
"12/26/2024 00:55:00","EST","MILLWD",61759,341.8162
"12/26/2024 00:55:00","EST","N.Y.C.",61761,5102.7363
"12/26/2024 00:55:00","EST","NORTH",61755,608.7877
"12/26/2024 00:55:00","EST","WEST",61752,1655.2585
"12/26/2024 01:00:00","EST","CAPITL",61757,1414.4541
"12/26/2024 01:00:00","EST","CENTRL",61754,1721.7805
"12/26/2024 01:00:00","EST","DUNWOD",61760,626.8992
"12/26/2024 01:00:00","EST","GENESE",61753,991.0129
"12/26/2024 01:00:00","EST","HUD VL",61758,1165.7222
"12/26/2024 01:00:00","EST","LONGIL",61762,2138.1108
"12/26/2024 01:00:00","EST","MHK VL",61756,973.117
"12/26/2024 01:00:00","EST","MILLWD",61759,338.8798
"12/26/2024 01:00:00","EST","N.Y.C.",61761,5095.0215
"12/26/2024 01:00:00","EST","NORTH",61755,598.7905
"12/26/2024 01:00:00","EST","WEST",61752,1665.2534
"12/26/2024 01:05:00","EST","CAPITL",61757,1411.074
"12/26/2024 01:05:00","EST","CENTRL",61754,1698.9121
"12/26/2024 01:05:00","EST","DUNWOD",61760,629.7308
"12/26/2024 01:05:00","EST","GENESE",61753,986.5275
"12/26/2024 01:05:00","EST","HUD VL",61758,1155.8877
"12/26/2024 01:05:00","EST","LONGIL",61762,2133.7903
"12/26/2024 01:05:00","EST","MHK VL",61756,962.1258
"12/26/2024 01:05:00","EST","MILLWD",61759,355.0254
"12/26/2024 01:05:00","EST","N.Y.C.",61761,5075.809
"12/26/2024 01:05:00","EST","NORTH",61755,612.5721
"12/26/2024 01:05:00","EST","WEST",61752,1615.8259
"12/26/2024 01:10:00","EST","CAPITL",61757,1417.9534
"12/26/2024 01:10:00","EST","CENTRL",61754,1709.6929
"12/26/2024 01:10:00","EST","DUNWOD",61760,650.1782
