"Time Stamp","Time Zone","Name","PTID","Load"
"12/24/2024 00:00:00","EST","CAPITL",61757,1551.5544
"12/24/2024 00:00:00","EST","CENTRL",61754,1948.325
"12/24/2024 00:00:00","EST","DUNWOD",61760,711.7145
"12/24/2024 00:00:00","EST","GENESE",61753,1091.0361
"12/24/2024 00:00:00","EST","HUD VL",61758,1264.6467
"12/24/2024 00:00:00","EST","LONGIL",61762,2413.6482
"12/24/2024 00:00:00","EST","MHK VL",61756,1081.9465
"12/24/2024 00:00:00","EST","MILLWD",61759,397.2131
"12/24/2024 00:00:00","EST","N.Y.C.",61761,5664.1895
"12/24/2024 00:00:00","EST","NORTH",61755,628.0802
"12/24/2024 00:00:00","EST","WEST",61752,1670.9244
"12/24/2024 00:05:00","EST","CAPITL",61757,1544.3555
"12/24/2024 00:05:00","EST","CENTRL",61754,1931.5356
"12/24/2024 00:05:00","EST","DUNWOD",61760,704.8325
"12/24/2024 00:05:00","EST","GENESE",61753,1085.393
"12/24/2024 00:05:00","EST","HUD VL",61758,1260.3672
"12/24/2024 00:05:00","EST","LONGIL",61762,2390.6309
"12/24/2024 00:05:00","EST","MHK VL",61756,1087.0773
"12/24/2024 00:05:00","EST","MILLWD",61759,387.6045
"12/24/2024 00:05:00","EST","N.Y.C.",61761,5619.4067
"12/24/2024 00:05:00","EST","NORTH",61755,617.4724
"12/24/2024 00:05:00","EST","WEST",61752,1654.0127
"12/24/2024 00:10:00","EST","CAPITL",61757,1546.5571
"12/24/2024 00:10:00","EST","CENTRL",61754,1949.2654
"12/24/2024 00:10:00","EST","DUNWOD",61760,709.1653
"12/24/2024 00:10:00","EST","GENESE",61753,1087.3362
"12/24/2024 00:10:00","EST","HUD VL",61758,1295.0732
"12/24/2024 00:10:00","EST","LONGIL",61762,2383.1968
"12/24/2024 00:10:00","EST","MHK VL",61756,1063.133
"12/24/2024 00:10:00","EST","MILLWD",61759,388.7263
"12/24/2024 00:10:00","EST","N.Y.C.",61761,5609.5938
"12/24/2024 00:10:00","EST","NORTH",61755,606.6936
"12/24/2024 00:10:00","EST","WEST",61752,1641.9723
"12/24/2024 00:15:00","EST","CAPITL",61757,1542.6631
"12/24/2024 00:15:00","EST","CENTRL",61754,1890.7578
"12/24/2024 00:15:00","EST","DUNWOD",61760,728.6078
"12/24/2024 00:15:00","EST","GENESE",61753,1086.373
"12/24/2024 00:15:00","EST","HUD VL",61758,1264.5874
"12/24/2024 00:15:00","EST","LONGIL",61762,2372.4387
"12/24/2024 00:15:00","EST","MHK VL",61756,1070.8728
"12/24/2024 00:15:00","EST","MILLWD",61759,380.1396
"12/24/2024 00:15:00","EST","N.Y.C.",61761,5564.0166
"12/24/2024 00:15:00","EST","NORTH",61755,608.1337
"12/24/2024 00:15:00","EST","WEST",61752,1665.6403
"12/24/2024 00:20:00","EST","CAPITL",61757,1527.9993
"12/24/2024 00:20:00","EST","CENTRL",61754,1894.9163
