"Time Stamp","Time Zone","Name","PTID","Load"
"12/29/2024 00:00:00","EST","CAPITL",61757,1268.3159
"12/29/2024 00:00:00","EST","CENTRL",61754,1607.6138
"12/29/2024 00:00:00","EST","DUNWOD",61760,584.5538
"12/29/2024 00:00:00","EST","GENESE",61753,953.3671
"12/29/2024 00:00:00","EST","HUD VL",61758,1010.9971
"12/29/2024 00:00:00","EST","LONGIL",61762,1913.8188
"12/29/2024 00:00:00","EST","MHK VL",61756,871.8672
"12/29/2024 00:00:00","EST","MILLWD",61759,271.3301
"12/29/2024 00:00:00","EST","N.Y.C.",61761,4845.215
"12/29/2024 00:00:00","EST","NORTH",61755,536.4109
"12/29/2024 00:00:00","EST","WEST",61752,1583.2212
"12/29/2024 00:05:00","EST","CAPITL",61757,1322.5754
"12/29/2024 00:05:00","EST","CENTRL",61754,1632.8049
"12/29/2024 00:05:00","EST","DUNWOD",61760,589.8134
"12/29/2024 00:05:00","EST","GENESE",61753,948.7451
"12/29/2024 00:05:00","EST","HUD VL",61758,1036.2185
"12/29/2024 00:05:00","EST","LONGIL",61762,1894.341
"12/29/2024 00:05:00","EST","MHK VL",61756,872.1963
"12/29/2024 00:05:00","EST","MILLWD",61759,261.6118
"12/29/2024 00:05:00","EST","N.Y.C.",61761,4812.386
"12/29/2024 00:05:00","EST","NORTH",61755,559.7832
"12/29/2024 00:05:00","EST","WEST",61752,1561.4358
"12/29/2024 00:10:00","EST","CAPITL",61757,1299.7178
"12/29/2024 00:10:00","EST","CENTRL",61754,1588.9468
"12/29/2024 00:10:00","EST","DUNWOD",61760,592.0732
"12/29/2024 00:10:00","EST","GENESE",61753,954.778
"12/29/2024 00:10:00","EST","HUD VL",61758,1042.1888
"12/29/2024 00:10:00","EST","LONGIL",61762,1886.6615
"12/29/2024 00:10:00","EST","MHK VL",61756,885.3015
"12/29/2024 00:10:00","EST","MILLWD",61759,270.6441
"12/29/2024 00:10:00","EST","N.Y.C.",61761,4788.339
"12/29/2024 00:10:00","EST","NORTH",61755,540.1752
"12/29/2024 00:10:00","EST","WEST",61752,1561.9679
"12/29/2024 00:15:00","EST","CAPITL",61757,1294.7307
"12/29/2024 00:15:00","EST","CENTRL",61754,1584.9497
"12/29/2024 00:15:00","EST","DUNWOD",61760,611.3938
"12/29/2024 00:15:00","EST","GENESE",61753,949.7197
"12/29/2024 00:15:00","EST","HUD VL",61758,1018.4618
"12/29/2024 00:15:00","EST","LONGIL",61762,1874.2383
"12/29/2024 00:15:00","EST","MHK VL",61756,862.6613
"12/29/2024 00:15:00","EST","MILLWD",61759,265.6885
"12/29/2024 00:15:00","EST","N.Y.C.",61761,4734.454
"12/29/2024 00:15:00","EST","NORTH",61755,552.8793
"12/29/2024 00:15:00","EST","WEST",61752,1557.2247
"12/29/2024 00:20:00","EST","CAPITL",61757,1293.8623
"12/29/2024 00:20:00","EST","CENTRL",61754,1633.9016
"12/29/2024 00:20:00","EST","DUNWOD",61760,617.0086
"12/29/2024 00:20:00","EST","GENESE",61753,948.4155
"12/29/2024 00:20:00","EST","HUD VL",61758,1038.1941
"12/29/2024 00:20:00","EST","LONGIL",61762,1862.1189
"12/29/2024 00:20:00","EST","MHK VL",61756,864.122
"12/29/2024 00:20:00","EST","MILLWD",61759,272.5295
"12/29/2024 00:20:00","EST","N.Y.C.",61761,4722.701
