"Time Stamp","Time Zone","Name","PTID","Load"
"12/09/2024 00:00:00","EST","CAPITL",61757,1267.529
"12/09/2024 00:00:00","EST","CENTRL",61754,1650.0991
"12/09/2024 00:00:00","EST","DUNWOD",61760,564.4453
"12/09/2024 00:00:00","EST","GENESE",61753,970.3153
"12/09/2024 00:00:00","EST","HUD VL",61758,976.7204
"12/09/2024 00:00:00","EST","LONGIL",61762,1946.6505
"12/09/2024 00:00:00","EST","MHK VL",61756,825.68
"12/09/2024 00:00:00","EST","MILLWD",61759,257.2809
"12/09/2024 00:00:00","EST","N.Y.C.",61761,4743.834
"12/09/2024 00:00:00","EST","NORTH",61755,664.2241
"12/09/2024 00:00:00","EST","WEST",61752,1739.2207
"12/09/2024 00:05:00","EST","CAPITL",61757,1238.7509
"12/09/2024 00:05:00","EST","CENTRL",61754,1638.2571
"12/09/2024 00:05:00","EST","DUNWOD",61760,584.7929
"12/09/2024 00:05:00","EST","GENESE",61753,965.6331
"12/09/2024 00:05:00","EST","HUD VL",61758,969.34
"12/09/2024 00:05:00","EST","LONGIL",61762,1924.1227
"12/09/2024 00:05:00","EST","MHK VL",61756,835.7219
"12/09/2024 00:05:00","EST","MILLWD",61759,251.8714
"12/09/2024 00:05:00","EST","N.Y.C.",61761,4697.474
"12/09/2024 00:05:00","EST","NORTH",61755,676.4844
"12/09/2024 00:05:00","EST","WEST",61752,1748.4681
"12/09/2024 00:10:00","EST","CAPITL",61757,1231.0001
"12/09/2024 00:10:00","EST","CENTRL",61754,1642.4976
"12/09/2024 00:10:00","EST","DUNWOD",61760,579.8987
"12/09/2024 00:10:00","EST","GENESE",61753,957.9662
"12/09/2024 00:10:00","EST","HUD VL",61758,968.1216
"12/09/2024 00:10:00","EST","LONGIL",61762,1910.3499
"12/09/2024 00:10:00","EST","MHK VL",61756,817.1011
"12/09/2024 00:10:00","EST","MILLWD",61759,250.6027
"12/09/2024 00:10:00","EST","N.Y.C.",61761,4702.1816
"12/09/2024 00:10:00","EST","NORTH",61755,673.7064
"12/09/2024 00:10:00","EST","WEST",61752,1746.7264
"12/09/2024 00:15:00","EST","CAPITL",61757,1234.5868
