"Time Stamp","Time Zone","Name","PTID","Load"
"12/30/2024 00:00:00","EST","CAPITL",61757,1177.4519
"12/30/2024 00:00:00","EST","CENTRL",61754,1448.395
"12/30/2024 00:00:00","EST","DUNWOD",61760,548.2866
"12/30/2024 00:00:00","EST","GENESE",61753,893.4247
"12/30/2024 00:00:00","EST","HUD VL",61758,942.713
"12/30/2024 00:00:00","EST","LONGIL",61762,1828.4012
"12/30/2024 00:00:00","EST","MHK VL",61756,789.5859
"12/30/2024 00:00:00","EST","MILLWD",61759,242.4265
"12/30/2024 00:00:00","EST","N.Y.C.",61761,4622.3154
"12/30/2024 00:00:00","EST","NORTH",61755,350.1802
"12/30/2024 00:00:00","EST","WEST",61752,1508.0776
"12/30/2024 00:00:31","EST","CAPITL",61757,1189.6819
"12/30/2024 00:00:31","EST","CENTRL",61754,1438.0076
"12/30/2024 00:00:31","EST","DUNWOD",61760,559.4692
"12/30/2024 00:00:31","EST","GENESE",61753,904.9326
"12/30/2024 00:00:31","EST","HUD VL",61758,932.5873
"12/30/2024 00:00:31","EST","LONGIL",61762,1814.9412
"12/30/2024 00:00:31","EST","MHK VL",61756,823.5989
"12/30/2024 00:00:31","EST","MILLWD",61759,229.9602
"12/30/2024 00:00:31","EST","N.Y.C.",61761,4618.7915
"12/30/2024 00:00:31","EST","NORTH",61755,302.0485
"12/30/2024 00:00:31","EST","WEST",61752,1502.917
"12/30/2024 00:05:00","EST","CAPITL",61757,1170.0885
"12/30/2024 00:05:00","EST","CENTRL",61754,1460.2571
"12/30/2024 00:05:00","EST","DUNWOD",61760,560.7934
"12/30/2024 00:05:00","EST","GENESE",61753,900.386
"12/30/2024 00:05:00","EST","HUD VL",61758,921.7944
"12/30/2024 00:05:00","EST","LONGIL",61762,1820.7646
"12/30/2024 00:05:00","EST","MHK VL",61756,767.0779
"12/30/2024 00:05:00","EST","MILLWD",61759,233.9156
"12/30/2024 00:05:00","EST","N.Y.C.",61761,4601.9077
"12/30/2024 00:05:00","EST","NORTH",61755,358.3704
"12/30/2024 00:05:00","EST","WEST",61752,1477.4691
"12/30/2024 00:10:00","EST","CAPITL",61757,1167.2455
"12/30/2024 00:10:00","EST","CENTRL",61754,1406.0691
"12/30/2024 00:10:00","EST","DUNWOD",61760,561.9503
"12/30/2024 00:10:00","EST","GENESE",61753,896.5693
"12/30/2024 00:10:00","EST","HUD VL",61758,949.4464
"12/30/2024 00:10:00","EST","LONGIL",61762,1810.1746
"12/30/2024 00:10:00","EST","MHK VL",61756,800.2042
"12/30/2024 00:10:00","EST","MILLWD",61759,233.0661
"12/30/2024 00:10:00","EST","N.Y.C.",61761,4579.588
"12/30/2024 00:10:00","EST","NORTH",61755,317.7973
"12/30/2024 00:10:00","EST","WEST",61752,1499.1212
"12/30/2024 00:15:00","EST","CAPITL",61757,1165.7078
"12/30/2024 00:15:00","EST","CENTRL",61754,1415.8066
"12/30/2024 00:15:00","EST","DUNWOD",61760,573.9587
"12/30/2024 00:15:00","EST","GENESE",61753,902.4376
"12/30/2024 00:15:00","EST","HUD VL",61758,934.1034
"12/30/2024 00:15:00","EST","LONGIL",61762,1800.1831
"12/30/2024 00:15:00","EST","MHK VL",61756,786.0919
"12/30/2024 00:15:00","EST","MILLWD",61759,228.4798
"12/30/2024 00:15:00","EST","N.Y.C.",61761,4563.7837
"12/30/2024 00:15:00","EST","NORTH",61755,316.301
"12/30/2024 00:15:00","EST","WEST",61752,1488.1016
"12/30/2024 00:20:00","EST","CAPITL",61757,1184.7592
"12/30/2024 00:20:00","EST","CENTRL",61754,1438.0352
"12/30/2024 00:20:00","EST","DUNWOD",61760,547.9767
"12/30/2024 00:20:00","EST","GENESE",61753,898.19
"12/30/2024 00:20:00","EST","HUD VL",61758,921.0259
"12/30/2024 00:20:00","EST","LONGIL",61762,1797.256
"12/30/2024 00:20:00","EST","MHK VL",61756,793.3085
"12/30/2024 00:20:00","EST","MILLWD",61759,252.4291
"12/30/2024 00:20:00","EST","N.Y.C.",61761,4587.3984
"12/30/2024 00:20:00","EST","NORTH",61755,315.9865
"12/30/2024 00:20:00","EST","WEST",61752,1494.982
"12/30/2024 00:25:00","EST","CAPITL",61757,1159.2339
"12/30/2024 00:25:00","EST","CENTRL",61754,1409.588
"12/30/2024 00:25:00","EST","DUNWOD",61760,566.7333
"12/30/2024 00:25:00","EST","GENESE",61753,905.9745
"12/30/2024 00:25:00","EST","HUD VL",61758,924.0623
"12/30/2024 00:25:00","EST","LONGIL",61762,1790.5734
"12/30/2024 00:25:00","EST","MHK VL",61756,759.8583
"12/30/2024 00:25:00","EST","MILLWD",61759,226.6084
"12/30/2024 00:25:00","EST","N.Y.C.",61761,4544.1807
"12/30/2024 00:25:00","EST","NORTH",61755,449.3261
"12/30/2024 00:25:00","EST","WEST",61752,1490.8523
"12/30/2024 00:30:00","EST","CAPITL",61757,1143.0413
"12/30/2024 00:30:00","EST","CENTRL",61754,1425.3798
"12/30/2024 00:30:00","EST","DUNWOD",61760,558.228
"12/30/2024 00:30:00","EST","GENESE",61753,903.0289
"12/30/2024 00:30:00","EST","HUD VL",61758,919.8274
"12/30/2024 00:30:00","EST","LONGIL",61762,1781.5115
"12/30/2024 00:30:00","EST","MHK VL",61756,787.9179
"12/30/2024 00:30:00","EST","MILLWD",61759,226.1625
"12/30/2024 00:30:00","EST","N.Y.C.",61761,4519.9287
"12/30/2024 00:30:00","EST","NORTH",61755,472.884
"12/30/2024 00:30:00","EST","WEST",61752,1484.8865
"12/30/2024 00:35:00","EST","CAPITL",61757,1136.1013
"12/30/2024 00:35:00","EST","CENTRL",61754,1432.7979
"12/30/2024 00:35:00","EST","DUNWOD",61760,560.1345
"12/30/2024 00:35:00","EST","GENESE",61753,894.7382
"12/30/2024 00:35:00","EST","HUD VL",61758,900.6533
"12/30/2024 00:35:00","EST","LONGIL",61762,1759.1399
"12/30/2024 00:35:00","EST","MHK VL",61756,770.2606
"12/30/2024 00:35:00","EST","MILLWD",61759,227.711
"12/30/2024 00:35:00","EST","N.Y.C.",61761,4518.8857
"12/30/2024 00:35:00","EST","NORTH",61755,489.355
"12/30/2024 00:35:00","EST","WEST",61752,1484.8156
"12/30/2024 00:40:00","EST","CAPITL",61757,1143.4229
"12/30/2024 00:40:00","EST","CENTRL",61754,1402.5657
"12/30/2024 00:40:00","EST","DUNWOD",61760,560.1298
"12/30/2024 00:40:00","EST","GENESE",61753,895.1166
"12/30/2024 00:40:00","EST","HUD VL",61758,892.5147
"12/30/2024 00:40:00","EST","LONGIL",61762,1761.8127
"12/30/2024 00:40:00","EST","MHK VL",61756,771.1095
"12/30/2024 00:40:00","EST","MILLWD",61759,235.0785
"12/30/2024 00:40:00","EST","N.Y.C.",61761,4509.2593
"12/30/2024 00:40:00","EST","NORTH",61755,513.0037
"12/30/2024 00:40:00","EST","WEST",61752,1480.9955
"12/30/2024 00:45:00","EST","CAPITL",61757,1134.4701
"12/30/2024 00:45:00","EST","CENTRL",61754,1401.3053
"12/30/2024 00:45:00","EST","DUNWOD",61760,555.5019
"12/30/2024 00:45:00","EST","GENESE",61753,898.3367
"12/30/2024 00:45:00","EST","HUD VL",61758,901.5764
"12/30/2024 00:45:00","EST","LONGIL",61762,1740.6194
"12/30/2024 00:45:00","EST","MHK VL",61756,744.4198
"12/30/2024 00:45:00","EST","MILLWD",61759,232.9931
"12/30/2024 00:45:00","EST","N.Y.C.",61761,4494.3135
"12/30/2024 00:45:00","EST","NORTH",61755,529.4681
"12/30/2024 00:45:00","EST","WEST",61752,1457.8636
"12/30/2024 00:50:00","EST","CAPITL",61757,1148.4423
"12/30/2024 00:50:00","EST","CENTRL",61754,1408.8318
"12/30/2024 00:50:00","EST","DUNWOD",61760,549.3894
"12/30/2024 00:50:00","EST","GENESE",61753,901.1899
"12/30/2024 00:50:00","EST","HUD VL",61758,882.5909
"12/30/2024 00:50:00","EST","LONGIL",61762,1730.393
"12/30/2024 00:50:00","EST","MHK VL",61756,767.1744
"12/30/2024 00:50:00","EST","MILLWD",61759,223.9087
"12/30/2024 00:50:00","EST","N.Y.C.",61761,4465.169
"12/30/2024 00:50:00","EST","NORTH",61755,514.693
"12/30/2024 00:50:00","EST","WEST",61752,1472.8278
"12/30/2024 00:55:00","EST","CAPITL",61757,1118.7864
"12/30/2024 00:55:00","EST","CENTRL",61754,1412.9673
"12/30/2024 00:55:00","EST","DUNWOD",61760,549.25
"12/30/2024 00:55:00","EST","GENESE",61753,895.9596
"12/30/2024 00:55:00","EST","HUD VL",61758,894.4172
"12/30/2024 00:55:00","EST","LONGIL",61762,1723.2858
"12/30/2024 00:55:00","EST","MHK VL",61756,753.5474
"12/30/2024 00:55:00","EST","MILLWD",61759,222.8904
"12/30/2024 00:55:00","EST","N.Y.C.",61761,4463.342
"12/30/2024 00:55:00","EST","NORTH",61755,521.5461
