hour_index,L1_t,S1_t,L2_t,S2_t,L3_t,S3_t,L4_t,S4_t,L5_t,S5_t,L6_t,S6_t,L7_t,S7_t,L8_t,S8_t,L9_t,S9_t,L10_t,S10_t,L11_t,S11_t,L12_t,S12_t,L13_t,S13_t,L14_t,S14_t,L15_t,S15_t,L16_t,S16_t,L17_t,S17_t,L18_t,S18_t,L19_t,S19_t,L20_t,S20_t,L21_t,S21_t,L22_t,S22_t,L23_t,S23_t,L24_t,S24_t,L25_t,S25_t,L26_t,S26_t,L27_t,S27_t,L28_t,S28_t,L29_t,S29_t,L30_t,S30_t,L31_t,S31_t,L32_t,S32_t,L33_t,S33_t,L34_t,S34_t,L35_t,S35_t,L36_t,S36_t,L37_t,S37_t,L38_t,S38_t,L39_t,S39_t,G1_t,G2_t,G3_t,G4_t,G5_t,G6_t,G7_t,G8_t,G9_t,G10_t,L1_t+1_pre,S1_t+1_pre,L2_t+1_pre,S2_t+1_pre,L3_t+1_pre,S3_t+1_pre,L4_t+1_pre,S4_t+1_pre,L5_t+1_pre,S5_t+1_pre,L6_t+1_pre,S6_t+1_pre,L7_t+1_pre,S7_t+1_pre,L8_t+1_pre,S8_t+1_pre,L9_t+1_pre,S9_t+1_pre,L10_t+1_pre,S10_t+1_pre,L11_t+1_pre,S11_t+1_pre,L12_t+1_pre,S12_t+1_pre,L13_t+1_pre,S13_t+1_pre,L14_t+1_pre,S14_t+1_pre,L15_t+1_pre,S15_t+1_pre,L16_t+1_pre,S16_t+1_pre,L17_t+1_pre,S17_t+1_pre,L18_t+1_pre,S18_t+1_pre,L19_t+1_pre,S19_t+1_pre,L20_t+1_pre,S20_t+1_pre,L21_t+1_pre,S21_t+1_pre,L22_t+1_pre,S22_t+1_pre,L23_t+1_pre,S23_t+1_pre,L24_t+1_pre,S24_t+1_pre,L25_t+1_pre,S25_t+1_pre,L26_t+1_pre,S26_t+1_pre,L27_t+1_pre,S27_t+1_pre,L28_t+1_pre,S28_t+1_pre,L29_t+1_pre,S29_t+1_pre,L30_t+1_pre,S30_t+1_pre,L31_t+1_pre,S31_t+1_pre,L32_t+1_pre,S32_t+1_pre,L33_t+1_pre,S33_t+1_pre,L34_t+1_pre,S34_t+1_pre,L35_t+1_pre,S35_t+1_pre,L36_t+1_pre,S36_t+1_pre,L37_t+1_pre,S37_t+1_pre,L38_t+1_pre,S38_t+1_pre,L39_t+1_pre,S39_t+1_pre,G1_t+1_res,G2_t+1_res,G3_t+1_res,G4_t+1_res,G5_t+1_res,G6_t+1_res,G7_t+1_res,G8_t+1_res,G9_t+1_res,G10_t+1_res
174,166.27,467.22,1.0,451.0,204.17,467.14,74.53,451.0,1.0,451.0,1.0,451.0,121.85,473.33,130.38,463.68,230.6,451.0,1.0,451.0,1.0,451.0,105.64,451.0,1.0,451.0,1.0,451.0,36.49,451.0,590.03,458.4,1.0,451.0,83.68,451.0,1.0,451.0,206.49,451.0,84.6,451.0,1.0,451.0,63.85,468.96,480.67,451.0,607.02,455.79,303.88,451.0,380.85,451.0,102.25,467.42,203.04,469.73,1.0,451.0,432.07,466.95,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,176.16,459.61,481.29,483.78,481.57,407.1,405.21,478.33,475.88,494.31,486.91,482.13,164.68,454.04,1.0,451.0,199.31,456.83,71.74,463.69,1.0,451.0,1.0,451.0,120.54,454.94,122.58,451.0,223.16,451.0,1.0,451.0,1.0,451.0,104.0,462.78,1.0,451.0,1.0,451.0,36.39,451.0,573.4,451.0,1.0,451.0,82.53,464.91,1.0,451.0,203.5,451.0,82.17,452.0,1.0,451.0,62.43,451.0,471.33,454.09,580.85,466.83,301.35,451.0,375.81,454.62,98.6,460.63,199.39,455.36,1.0,451.0,406.48,468.33,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,175.0,451.0,471.87,474.12,471.93,405.58,403.69,469.0,466.7,483.66,477.48,472.99
175,164.68,454.04,1.0,451.0,199.31,456.83,71.74,463.69,1.0,451.0,1.0,451.0,120.54,454.94,122.58,451.0,223.16,451.0,1.0,451.0,1.0,451.0,104.0,462.78,1.0,451.0,1.0,451.0,36.39,451.0,573.4,451.0,1.0,451.0,82.53,464.91,1.0,451.0,203.5,451.0,82.17,452.0,1.0,451.0,62.43,451.0,471.33,454.09,580.85,466.83,301.35,451.0,375.81,454.62,98.6,460.63,199.39,455.36,1.0,451.0,406.48,468.33,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,175.0,451.0,471.87,474.12,471.93,405.58,403.69,469.0,466.7,483.66,477.48,472.99,161.91,451.0,1.0,451.0,196.06,470.04,70.47,471.16,1.0,451.0,1.0,451.0,120.09,451.0,121.91,469.52,221.12,471.72,1.0,451.0,1.0,451.0,102.67,451.0,1.0,451.0,1.0,451.0,37.14,451.0,561.49,451.0,1.0,451.0,82.29,451.0,1.0,451.0,200.38,451.0,82.88,451.0,1.0,451.0,62.48,451.0,450.54,451.0,568.91,451.0,296.35,451.0,369.27,463.39,95.37,451.0,196.06,451.0,1.0,451.0,410.64,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,169.69,455.95,463.65,465.98,463.9,404.01,402.12,460.97,458.75,475.83,469.84,464.45
176,161.91,451.0,1.0,451.0,196.06,470.04,70.47,471.16,1.0,451.0,1.0,451.0,120.09,451.0,121.91,469.52,221.12,471.72,1.0,451.0,1.0,451.0,102.67,451.0,1.0,451.0,1.0,451.0,37.14,451.0,561.49,451.0,1.0,451.0,82.29,451.0,1.0,451.0,200.38,451.0,82.88,451.0,1.0,451.0,62.48,451.0,450.54,451.0,568.91,451.0,296.35,451.0,369.27,463.39,95.37,451.0,196.06,451.0,1.0,451.0,410.64,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,169.69,455.95,463.65,465.98,463.9,404.01,402.12,460.97,458.75,475.83,469.84,464.45,162.2,451.0,1.0,451.0,200.03,451.0,69.93,451.0,1.0,451.0,1.0,451.0,121.06,464.96,119.48,459.23,220.02,453.73,1.0,451.0,1.0,451.0,104.95,472.98,1.0,451.0,1.0,451.0,36.61,460.71,560.79,451.0,1.0,451.0,82.51,451.0,1.0,451.0,199.89,462.67,81.53,451.0,1.0,451.0,60.02,471.66,458.78,471.74,579.14,451.0,295.29,451.81,363.82,460.3,97.43,451.0,194.68,470.11,1.0,451.0,405.19,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,168.73,464.81,458.94,461.06,458.91,397.88,395.99,455.61,453.37,470.96,464.31,459.77
177,162.2,451.0,1.0,451.0,200.03,451.0,69.93,451.0,1.0,451.0,1.0,451.0,121.06,464.96,119.48,459.23,220.02,453.73,1.0,451.0,1.0,451.0,104.95,472.98,1.0,451.0,1.0,451.0,36.61,460.71,560.79,451.0,1.0,451.0,82.51,451.0,1.0,451.0,199.89,462.67,81.53,451.0,1.0,451.0,60.02,471.66,458.78,471.74,579.14,451.0,295.29,451.81,363.82,460.3,97.43,451.0,194.68,470.11,1.0,451.0,405.19,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,168.73,464.81,458.94,461.06,458.91,397.88,395.99,455.61,453.37,470.96,464.31,459.77,166.08,469.43,1.0,451.0,204.99,459.99,72.98,451.0,1.0,451.0,1.0,451.0,122.36,475.64,124.07,476.18,224.96,451.0,1.0,451.0,1.0,451.0,107.35,457.33,1.0,451.0,1.0,451.0,36.49,451.0,568.42,463.51,1.0,451.0,83.67,469.6,1.0,451.0,204.52,462.81,83.23,454.17,1.0,451.0,62.47,463.77,464.49,451.0,596.16,478.93,297.24,475.88,380.7,474.59,100.22,474.33,201.53,466.55,1.0,451.0,422.05,463.58,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,175.04,470.73,455.73,458.03,456.01,400.14,398.25,452.9,450.74,466.96,460.37,456.58
178,166.08,469.43,1.0,451.0,204.99,459.99,72.98,451.0,1.0,451.0,1.0,451.0,122.36,475.64,124.07,476.18,224.96,451.0,1.0,451.0,1.0,451.0,107.35,457.33,1.0,451.0,1.0,451.0,36.49,451.0,568.42,463.51,1.0,451.0,83.67,469.6,1.0,451.0,204.52,462.81,83.23,454.17,1.0,451.0,62.47,463.77,464.49,451.0,596.16,478.93,297.24,475.88,380.7,474.59,100.22,474.33,201.53,466.55,1.0,451.0,422.05,463.58,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,175.04,470.73,455.73,458.03,456.01,400.14,398.25,452.9,450.74,466.96,460.37,456.58,171.58,463.38,1.0,451.0,215.74,451.0,73.99,478.11,1.0,451.0,1.0,451.0,126.57,453.58,128.45,451.0,234.92,451.0,1.0,451.0,1.0,451.0,113.47,483.18,1.0,451.0,1.0,451.0,38.88,468.04,582.45,476.15,1.0,451.0,84.97,486.88,1.0,451.0,206.72,451.0,86.38,481.92,1.0,451.0,63.65,460.89,486.4,478.42,607.06,461.63,307.02,465.98,385.7,468.45,103.15,451.0,209.4,477.18,1.0,451.0,435.56,464.48,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,181.42,468.57,468.32,470.75,468.39,407.16,405.27,464.59,462.33,480.89,474.03,469.53
179,171.58,463.38,1.0,451.0,215.74,451.0,73.99,478.11,1.0,451.0,1.0,451.0,126.57,453.58,128.45,451.0,234.92,451.0,1.0,451.0,1.0,451.0,113.47,483.18,1.0,451.0,1.0,451.0,38.88,468.04,582.45,476.15,1.0,451.0,84.97,486.88,1.0,451.0,206.72,451.0,86.38,481.92,1.0,451.0,63.65,460.89,486.4,478.42,607.06,461.63,307.02,465.98,385.7,468.45,103.15,451.0,209.4,477.18,1.0,451.0,435.56,464.48,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,181.42,468.57,468.32,470.75,468.39,407.16,405.27,464.59,462.33,480.89,474.03,469.53,181.7,480.59,1.0,451.0,213.06,451.0,76.07,485.82,1.0,451.0,1.0,451.0,131.25,458.32,133.91,470.75,239.78,452.77,1.0,451.0,1.0,451.0,117.17,485.69,1.0,451.0,1.0,451.0,41.18,451.0,603.59,486.77,1.0,451.0,85.73,468.57,1.0,451.0,214.46,451.11,89.66,461.34,1.0,451.0,66.6,489.01,500.77,488.64,619.34,451.0,320.55,470.57,398.18,467.27,106.57,451.0,212.89,451.0,1.0,451.0,441.09,488.72,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,183.33,452.78,481.19,483.3,480.97,410.99,409.1,477.54,475.03,495.58,489.03,482.23
180,181.7,480.59,1.0,451.0,213.06,451.0,76.07,485.82,1.0,451.0,1.0,451.0,131.25,458.32,133.91,470.75,239.78,452.77,1.0,451.0,1.0,451.0,117.17,485.69,1.0,451.0,1.0,451.0,41.18,451.0,603.59,486.77,1.0,451.0,85.73,468.57,1.0,451.0,214.46,451.11,89.66,461.34,1.0,451.0,66.6,489.01,500.77,488.64,619.34,451.0,320.55,470.57,398.18,467.27,106.57,451.0,212.89,451.0,1.0,451.0,441.09,488.72,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,183.33,452.78,481.19,483.3,480.97,410.99,409.1,477.54,475.03,495.58,489.03,482.23,184.06,471.0,1.0,451.0,215.6,475.69,77.82,477.68,1.0,451.0,1.0,451.0,134.52,476.95,128.1,467.82,251.38,451.0,1.0,451.0,1.0,451.0,120.03,467.46,1.0,451.0,1.0,451.0,39.55,451.0,631.44,471.77,1.0,451.0,85.3,451.0,1.0,451.0,216.16,472.0,92.11,451.0,1.0,451.0,68.1,466.47,504.51,451.0,650.91,451.0,323.5,451.77,407.73,476.69,108.31,485.17,219.48,477.31,1.0,451.0,466.13,454.82,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,190.12,451.0,508.96,511.76,509.22,401.47,399.58,505.69,502.95,523.31,514.44,510.32
181,184.06,471.0,1.0,451.0,215.6,475.69,77.82,477.68,1.0,451.0,1.0,451.0,134.52,476.95,128.1,467.82,251.38,451.0,1.0,451.0,1.0,451.0,120.03,467.46,1.0,451.0,1.0,451.0,39.55,451.0,631.44,471.77,1.0,451.0,85.3,451.0,1.0,451.0,216.16,472.0,92.11,451.0,1.0,451.0,68.1,466.47,504.51,451.0,650.91,451.0,323.5,451.77,407.73,476.69,108.31,485.17,219.48,477.31,1.0,451.0,466.13,454.82,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,190.12,451.0,508.96,511.76,509.22,401.47,399.58,505.69,502.95,523.31,514.44,510.32,184.51,470.98,1.0,451.0,215.41,469.5,74.72,451.68,1.0,451.0,1.0,451.0,139.39,480.48,119.39,451.0,246.28,468.19,1.0,451.0,1.0,451.0,118.84,451.0,1.0,451.0,1.0,451.0,41.35,458.03,649.23,455.58,1.0,451.0,85.56,475.05,1.0,451.0,220.71,451.0,92.57,451.0,1.0,451.0,66.77,477.41,515.03,468.54,641.41,475.64,331.35,477.36,411.99,452.73,110.06,453.87,221.7,469.6,1.0,451.0,450.35,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,191.73,483.01,508.12,511.1,508.7,414.26,412.36,505.27,502.49,522.26,515.22,508.73
182,184.51,470.98,1.0,451.0,215.41,469.5,74.72,451.68,1.0,451.0,1.0,451.0,139.39,480.48,119.39,451.0,246.28,468.19,1.0,451.0,1.0,451.0,118.84,451.0,1.0,451.0,1.0,451.0,41.35,458.03,649.23,455.58,1.0,451.0,85.56,475.05,1.0,451.0,220.71,451.0,92.57,451.0,1.0,451.0,66.77,477.41,515.03,468.54,641.41,475.64,331.35,477.36,411.99,452.73,110.06,453.87,221.7,469.6,1.0,451.0,450.35,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,191.73,483.01,508.12,511.1,508.7,414.26,412.36,505.27,502.49,522.26,515.22,508.73,179.45,472.06,1.0,451.0,225.46,451.56,75.69,451.0,1.0,451.0,1.0,451.0,140.49,451.0,109.07,451.0,229.88,451.0,1.0,451.0,1.0,451.0,114.84,475.05,1.0,451.0,1.0,451.0,38.08,462.1,647.77,471.2,1.0,451.0,86.84,451.0,1.0,451.0,224.28,456.26,90.83,451.0,1.0,451.0,66.8,451.0,507.2,451.0,628.21,451.0,324.93,458.76,412.04,451.0,108.71,473.51,214.48,451.0,1.0,451.0,449.22,456.14,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,190.12,469.22,517.48,520.26,517.68,413.42,411.52,514.63,511.83,531.84,524.28,517.97
183,179.45,472.06,1.0,451.0,225.46,451.56,75.69,451.0,1.0,451.0,1.0,451.0,140.49,451.0,109.07,451.0,229.88,451.0,1.0,451.0,1.0,451.0,114.84,475.05,1.0,451.0,1.0,451.0,38.08,462.1,647.77,471.2,1.0,451.0,86.84,451.0,1.0,451.0,224.28,456.26,90.83,451.0,1.0,451.0,66.8,451.0,507.2,451.0,628.21,451.0,324.93,458.76,412.04,451.0,108.71,473.51,214.48,451.0,1.0,451.0,449.22,456.14,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,190.12,469.22,517.48,520.26,517.68,413.42,411.52,514.63,511.83,531.84,524.28,517.97,189.31,468.9,1.0,451.0,230.46,453.24,74.55,451.0,1.0,451.0,1.0,451.0,134.88,469.51,112.78,458.31,223.64,452.24,1.0,451.0,1.0,451.0,117.67,469.43,1.0,451.0,1.0,451.0,38.45,451.0,653.1,451.0,1.0,451.0,85.25,461.13,1.0,451.0,224.68,451.0,89.86,451.0,1.0,451.0,67.36,456.56,513.57,451.0,633.84,455.13,323.85,451.0,407.92,464.41,107.27,472.62,219.53,471.47,1.0,451.0,460.43,461.13,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,187.41,451.0,518.95,521.6,519.08,416.29,414.39,516.06,513.23,532.79,524.69,519.7
184,189.31,468.9,1.0,451.0,230.46,453.24,74.55,451.0,1.0,451.0,1.0,451.0,134.88,469.51,112.78,458.31,223.64,452.24,1.0,451.0,1.0,451.0,117.67,469.43,1.0,451.0,1.0,451.0,38.45,451.0,653.1,451.0,1.0,451.0,85.25,461.13,1.0,451.0,224.68,451.0,89.86,451.0,1.0,451.0,67.36,456.56,513.57,451.0,633.84,455.13,323.85,451.0,407.92,464.41,107.27,472.62,219.53,471.47,1.0,451.0,460.43,461.13,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,187.41,451.0,518.95,521.6,519.08,416.29,414.39,516.06,513.23,532.79,524.69,519.7,190.74,451.0,1.0,451.0,226.8,465.56,73.69,451.0,1.0,451.0,1.0,451.0,138.62,457.69,120.41,451.0,236.82,451.0,1.0,451.0,1.0,451.0,115.85,451.0,1.0,451.0,1.0,451.0,39.38,451.0,656.36,460.9,1.0,451.0,85.92,462.8,1.0,451.0,227.08,463.43,89.37,469.96,1.0,451.0,67.55,451.02,519.72,452.37,637.4,451.0,331.59,456.95,411.96,451.0,110.34,451.0,219.51,469.91,1.0,451.0,465.66,463.22,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,189.86,457.43,531.54,534.58,531.91,411.23,409.33,528.03,525.09,545.92,537.99,532.69
185,190.74,451.0,1.0,451.0,226.8,465.56,73.69,451.0,1.0,451.0,1.0,451.0,138.62,457.69,120.41,451.0,236.82,451.0,1.0,451.0,1.0,451.0,115.85,451.0,1.0,451.0,1.0,451.0,39.38,451.0,656.36,460.9,1.0,451.0,85.92,462.8,1.0,451.0,227.08,463.43,89.37,469.96,1.0,451.0,67.55,451.02,519.72,452.37,637.4,451.0,331.59,456.95,411.96,451.0,110.34,451.0,219.51,469.91,1.0,451.0,465.66,463.22,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,189.86,457.43,531.54,534.58,531.91,411.23,409.33,528.03,525.09,545.92,537.99,532.69,188.84,451.0,1.0,451.0,232.13,451.0,76.19,451.0,1.0,451.0,1.0,451.0,143.74,451.0,123.76,452.42,246.87,451.0,1.0,451.0,1.0,451.0,117.12,451.0,1.0,451.0,1.0,451.0,39.43,451.0,655.5,467.47,1.0,451.0,85.85,458.59,1.0,451.0,230.25,451.0,93.98,452.14,1.0,451.0,69.61,451.0,521.92,451.0,659.44,473.01,336.69,462.05,418.26,451.0,111.24,471.49,224.3,455.72,1.0,451.0,458.18,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,193.22,456.06,542.42,545.64,542.83,419.12,417.22,538.76,535.68,556.37,548.31,543.68
186,188.84,451.0,1.0,451.0,232.13,451.0,76.19,451.0,1.0,451.0,1.0,451.0,143.74,451.0,123.76,452.42,246.87,451.0,1.0,451.0,1.0,451.0,117.12,451.0,1.0,451.0,1.0,451.0,39.43,451.0,655.5,467.47,1.0,451.0,85.85,458.59,1.0,451.0,230.25,451.0,93.98,452.14,1.0,451.0,69.61,451.0,521.92,451.0,659.44,473.01,336.69,462.05,418.26,451.0,111.24,471.49,224.3,455.72,1.0,451.0,458.18,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,193.22,456.06,542.42,545.64,542.83,419.12,417.22,538.76,535.68,556.37,548.31,543.68,191.98,451.0,1.0,451.0,235.83,464.42,78.57,459.69,1.0,451.0,1.0,451.0,146.41,473.21,133.71,463.14,260.91,458.71,1.0,451.0,1.0,451.0,118.76,458.69,1.0,451.0,1.0,451.0,39.5,452.8,661.84,451.0,1.0,451.0,85.36,451.0,1.0,451.0,234.69,451.16,94.54,464.64,1.0,451.0,70.58,451.0,540.93,463.98,658.27,462.26,343.0,467.15,429.12,453.61,114.62,459.36,231.46,451.0,1.0,451.0,470.15,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,199.17,451.0,549.92,552.97,550.11,421.23,419.33,546.27,543.11,563.93,557.31,551.27
187,191.98,451.0,1.0,451.0,235.83,464.42,78.57,459.69,1.0,451.0,1.0,451.0,146.41,473.21,133.71,463.14,260.91,458.71,1.0,451.0,1.0,451.0,118.76,458.69,1.0,451.0,1.0,451.0,39.5,452.8,661.84,451.0,1.0,451.0,85.36,451.0,1.0,451.0,234.69,451.16,94.54,464.64,1.0,451.0,70.58,451.0,540.93,463.98,658.27,462.26,343.0,467.15,429.12,453.61,114.62,459.36,231.46,451.0,1.0,451.0,470.15,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,199.17,451.0,549.92,552.97,550.11,421.23,419.33,546.27,543.11,563.93,557.31,551.27,195.32,472.58,1.0,451.0,239.24,459.87,82.59,466.21,1.0,451.0,1.0,451.0,150.67,458.83,145.66,451.0,273.64,451.0,1.0,451.0,1.0,451.0,124.03,461.13,1.0,451.0,1.0,451.0,41.41,463.79,671.86,459.86,1.0,451.0,85.23,451.0,1.0,451.0,238.89,451.0,98.58,467.82,1.0,451.0,71.69,451.0,539.96,464.31,692.57,455.73,360.29,463.02,430.03,451.0,116.68,462.23,234.93,451.0,1.0,451.0,493.59,465.06,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,204.15,451.0,568.58,572.07,568.94,423.45,421.55,564.38,560.98,564.0,577.01,569.94
188,195.32,472.58,1.0,451.0,239.24,459.87,82.59,466.21,1.0,451.0,1.0,451.0,150.67,458.83,145.66,451.0,273.64,451.0,1.0,451.0,1.0,451.0,124.03,461.13,1.0,451.0,1.0,451.0,41.41,463.79,671.86,459.86,1.0,451.0,85.23,451.0,1.0,451.0,238.89,451.0,98.58,467.82,1.0,451.0,71.69,451.0,539.96,464.31,692.57,455.73,360.29,463.02,430.03,451.0,116.68,462.23,234.93,451.0,1.0,451.0,493.59,465.06,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,204.15,451.0,568.58,572.07,568.94,423.45,421.55,564.38,560.98,564.0,577.01,569.94,206.05,451.0,1.0,451.0,250.15,469.04,88.88,470.59,1.0,451.0,1.0,451.0,155.63,451.0,157.77,467.14,304.77,451.0,1.0,451.0,1.0,451.0,129.35,451.0,1.0,451.0,1.0,451.0,44.95,451.0,700.12,451.0,1.0,451.0,89.18,451.0,1.0,451.0,251.15,451.0,102.83,451.0,1.0,451.0,76.76,463.58,590.95,452.05,732.76,459.92,370.96,451.0,470.18,451.0,123.3,451.0,249.19,451.0,1.0,451.0,524.72,462.78,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,214.93,451.0,632.75,636.68,633.06,429.67,427.75,628.84,580.0,564.0,643.31,634.15
189,206.05,451.0,1.0,451.0,250.15,469.04,88.88,470.59,1.0,451.0,1.0,451.0,155.63,451.0,157.77,467.14,304.77,451.0,1.0,451.0,1.0,451.0,129.35,451.0,1.0,451.0,1.0,451.0,44.95,451.0,700.12,451.0,1.0,451.0,89.18,451.0,1.0,451.0,251.15,451.0,102.83,451.0,1.0,451.0,76.76,463.58,590.95,452.05,732.76,459.92,370.96,451.0,470.18,451.0,123.3,451.0,249.19,451.0,1.0,451.0,524.72,462.78,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,214.93,451.0,632.75,636.68,633.06,429.67,427.75,628.84,580.0,564.0,643.31,634.15,207.35,458.51,1.0,451.0,248.13,451.0,89.73,468.78,1.0,451.0,1.0,451.0,156.67,451.0,160.06,451.0,311.05,460.69,1.0,451.0,1.0,451.0,130.06,451.43,1.0,451.0,1.0,451.0,46.07,451.0,707.61,455.82,1.0,451.0,89.09,451.0,1.0,451.0,254.82,453.96,104.63,451.0,1.0,451.0,77.64,451.34,590.91,451.0,738.89,451.0,380.62,452.13,468.33,468.88,124.64,470.91,254.07,473.5,1.0,451.0,524.39,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,217.21,451.0,637.92,642.18,638.44,430.02,428.11,634.06,580.0,564.0,646.28,639.3
190,207.35,458.51,1.0,451.0,248.13,451.0,89.73,468.78,1.0,451.0,1.0,451.0,156.67,451.0,160.06,451.0,311.05,460.69,1.0,451.0,1.0,451.0,130.06,451.43,1.0,451.0,1.0,451.0,46.07,451.0,707.61,455.82,1.0,451.0,89.09,451.0,1.0,451.0,254.82,453.96,104.63,451.0,1.0,451.0,77.64,451.34,590.91,451.0,738.89,451.0,380.62,452.13,468.33,468.88,124.64,470.91,254.07,473.5,1.0,451.0,524.39,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,217.21,451.0,637.92,642.18,638.44,430.02,428.11,634.06,580.0,564.0,646.28,639.3,207.1,460.13,1.0,451.0,248.95,462.17,90.14,470.32,1.0,451.0,1.0,451.0,152.75,451.0,155.69,451.0,308.39,451.0,1.0,451.0,1.0,451.0,128.85,453.74,1.0,451.0,1.0,451.0,44.6,451.0,704.37,472.51,1.0,451.0,88.22,464.26,1.0,451.0,251.79,451.0,104.95,451.0,1.0,451.0,76.44,461.76,588.42,451.0,728.0,470.53,378.03,451.0,475.0,451.0,124.41,457.74,250.09,454.32,1.0,451.0,520.83,453.75,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,220.23,464.31,627.12,631.28,627.64,429.97,428.05,623.14,580.0,564.0,637.23,628.54
